building_start_year,district,estate,house_id,housing_area,housing_status,metro,orientation,price,rental_mode,rooms,shi,ting,title,total_floor,wei,zone
2011,西湖区,坤和和家园,1.03103E+11,63.81,目前闲置,暂无数据,南 北,3600,整租,1室1厅1卫  整租,1,1,坤和和家园 1室1厅 3600元,15,1,西溪
2011,西湖区,云溪印象,1.03103E+11,40.49,暂无数据,暂无数据,北,2600,暂无数据,1室0厅1卫,1,0,云溪印象 1室0厅 2600元,7,1,转塘
2010,西湖区,中海定山府,1.03103E+11,330,暂无数据,暂无数据,南,12000,暂无数据,8室2厅4卫,8,2,中海定山府 8室2厅 12000元,16,4,转塘
2012,西湖区,金地自在城,1.03103E+11,89.29,暂无数据,暂无数据,南,4700,暂无数据,3室2厅1卫,3,2,金地自在城 3室2厅 4700元,18,1,三墩
2009,西湖区,西溪蝶园一期,1.03103E+11,89,暂无数据,暂无数据,东南 南 西南 西,5200,暂无数据,3室2厅1卫,3,2,西溪蝶园一期 3室2厅 5200元,11,1,西溪
1990,西湖区,桃花弄,1.03103E+11,50.55,目前闲置,距地铁2号线武林门701米,南,4000,整租,2室0厅1卫  整租,2,0,保小门口桃花弄，清爽两室装修，看房方便!家电齐全！,6,1,黄龙
2002,西湖区,嘉绿西苑,1.03103E+11,116.17,目前闲置,距地铁2号线丰潭路171米,南 北,7000,整租,3室2厅1卫  整租,3,2,嘉绿西苑 3室2厅 7000元,12,1,嘉绿
2012,下城区,海辰水岸晶座,1.03103E+11,50.82,目前闲置,暂无数据,南,3300,整租,2室1厅2卫  整租,2,1,海辰水岸晶座 2室1厅 3300元,10,2,石桥
2006,下城区,北景园荷风苑,1.03103E+11,93,目前闲置,暂无数据,南 北,3800,整租,2室1厅1卫  整租,2,1,户型正气 交通便利 精装修 楼层好,11,1,石桥
1998,西湖区,金厦公寓,1.03103E+11,71.92,目前闲置,距地铁2号线墩祥街697米,南,3600,整租,2室1厅1卫  整租,2,1,金厦公寓大两房，自住配置，很干净！,6,1,三墩
2008,余杭区,闲林山水丹枫苑,1.03103E+11,62.79,目前出租,暂无数据,南 北,2600,整租,1室2厅1卫  整租,1,2,闲林山水装修一房，独立厨房，独立卫生间，带阳台,18,1,闲林
暂无数据,西湖区,天目山路234号,1.03103E+11,70,目前闲置,暂无数据,南,4200,整租,2室2厅1卫  整租,2,2,链家真实房源，中间楼层，大两房,6,1,古荡
2003,余杭区,世纪嘉园,1.03103E+11,123.71,暂无数据,暂无数据,南,3200,暂无数据,3室2厅1卫,3,2,世纪嘉园 3室2厅 3200元,6,1,临平
板楼,余杭区,欧美金融城,1.03103E+11,128,暂无数据,暂无数据,南 北,6500,暂无数据,3室2厅2卫,3,2,欧美金融城 3室2厅 6500元,31,2,未来科技城
2005,西湖区,世纪新城东区,1.03103E+11,45.22,暂无数据,距地铁2号线古翠路313米,南,3900,暂无数据,1室0厅1卫,1,0,房子月底到期，户型朝南的，简单装修，看房约房东,27,1,嘉绿
2017,余杭区,富力十号院,1.03103E+11,119,目前闲置,暂无数据,南,7500,暂无数据,4室2厅2卫,4,2,富力十号院 4室2厅 7500元,11,2,未来科技城
2016,西湖区,中旅紫金名门,1.03103E+11,150,暂无数据,距地铁2号线三墩933米,南,11000,暂无数据,6室1厅4卫,6,1,中旅紫金名门 6室1厅 11000元,7,4,申花
1983,西湖区,马塍路34号,1.03103E+11,61.88,目前闲置,距地铁2号线沈塘桥316米,南,3600,整租,2室1厅1卫  整租,2,1,精装修房，房东诚心出租，希望找个有缘租客,6,1,学军
2011,西湖区,坤和西溪里,1.03103E+11,153.28,目前闲置,暂无数据,南,8000,整租,3室2厅2卫  整租,3,2,西溪里房东自住3房，近西溪首座 西溪银泰城 阿里巴巴,15,2,西溪
2008,西湖区,新安嘉苑,1.03103E+11,83,目前闲置,暂无数据,南,4800,整租,2室1厅1卫  整租,2,1,新安嘉苑 2室1厅 4800元,11,1,文三西路
2013,西湖区,中海西溪华府,1.03103E+11,89,暂无数据,暂无数据,东 东南 南 西南 西,5500,暂无数据,3室2厅1卫,3,2,中海西溪华府 3室2厅 5500元,11,1,西溪
2004,西湖区,嘉绿名苑,1.03103E+11,98.31,目前闲置,距地铁2号线古翠路338米,东南,4000,整租,2室2厅1卫  整租,2,2,毛坯两房出租 适合办公 随时可看,18,1,嘉绿
1994,下城区,横燕子弄,1.03103E+11,60.26,暂无数据,距地铁2号线建国北路667米,南,3000,暂无数据,2室1厅1卫,2,1,横燕子弄 2室1厅 3000元,7,1,长庆
1988,西湖区,古荡新村西区,1.03104E+11,65.71,目前闲置,距地铁2号线古翠路984米,南,4000,整租,2室1厅1卫  整租,2,1,简单整洁，干净清爽两居室，中间楼层,7,1,古荡
2017,西湖区,融创河滨之城,1.03104E+11,89,暂无数据,暂无数据,南 北,6600,暂无数据,3室2厅1卫,3,2,河滨之城小区中间高楼层 采光好 带车位,18,1,西溪
2016,余杭区,富力西溪悦居,1.03103E+11,136.6,目前闲置,暂无数据,南 北,10000,整租,4室1厅2卫  整租,4,1,富力西溪悦居 4室1厅 10000元,11,2,未来科技城
2014,余杭区,金都夏宫,1.03103E+11,89.31,目前闲置,暂无数据,南 北,2700,整租,4室2厅1卫  整租,4,2,金都夏宫 4室2厅 2700元,40,1,临平
2010,西湖区,金色蓝庭,1.03103E+11,89.3,目前闲置,距地铁2号线古翠路950米,南,6600,整租,3室2厅1卫  整租,3,2,金色蓝庭三房，家具家电设施齐全，给你一份温馨的,21,1,嘉绿
2010,西湖区,金色蓝庭,1.03103E+11,88.65,目前闲置,距地铁2号线古翠路950米,南,7300,整租,3室2厅1卫  整租,3,2,金色蓝庭 3室2厅 7300元,21,1,嘉绿
2007,余杭区,海澜半岛,1.03104E+11,89,目前闲置,距地铁1号线(临平-湘湖)南苑788米,南,3000,整租,2室2厅1卫  整租,2,2,海澜半岛 2室2厅 3000元,11,1,临平
1999,西湖区,金都新城,1.03103E+11,94.21,目前闲置,距地铁2号线丰潭路971米,南,5500,整租,2室2厅1卫  整租,2,2,金都新城自住两房，业主诚心出租,6,1,文三西路
2015,余杭区,竹海水韵,1.03103E+11,109.37,目前闲置,暂无数据,南 北,3500,整租,3室2厅1卫  整租,3,2,竹海水韵 3室2厅 3500元,6,1,闲林
2008,余杭区,爵士风情花园,1.03103E+11,89.94,目前闲置,暂无数据,南 北,3500,整租,3室2厅1卫  整租,3,2,爵士风情花园 3室2厅 3500元,6,1,闲林
1998,西湖区,金厦公寓,1.03104E+11,84.49,目前闲置,距地铁2号线墩祥街592米,南 北,4000,整租,2室2厅1卫  整租,2,2,西湖区金厦公寓大两 房清爽舒适,6,1,三墩
1982,西湖区,日晖新村,1.03103E+11,37.61,目前出租,距地铁2号线沈塘桥568米,南,3800,整租,2室1厅1卫  整租,2,1,日晖新村 2室1厅 3800元,6,1,学军
1983,西湖区,马塍路18号,1.03103E+11,58.4,目前闲置,距地铁2号线沈塘桥598米,南,3600,整租,2室1厅1卫  整租,2,1,全明户型，采光好 ，房间通透 装修清爽,5,1,文三
1995,西湖区,西溪路403号,1.03103E+11,55.06,目前自住,暂无数据,南,3500,整租,2室1厅1卫  整租,2,1,求是.精装两房.黄龙边上.拎包入住诚心出租价格低,6,1,黄龙
2014,西湖区,富越香溪,1.03103E+11,87.22,目前闲置,暂无数据,南 北,4600,整租,2室2厅1卫  整租,2,2,近阿里巴巴 西溪银泰 简装2房 生活便利,11,1,西溪
2012,西湖区,西溪蝶园二期,1.03103E+11,173.99,目前自住,暂无数据,南 北,14000,整租,3室2厅2卫  整租,3,2,近西溪银泰  西溪首座 银泰城 万科精装带车位,14,2,西溪
1989,西湖区,友谊新村,1.03103E+11,53,目前闲置,距地铁2号线武林门1165米,南,4500,整租,2室1厅1卫  整租,2,1,友谊新村 2室1厅 4500元,4,1,黄龙
2017,西湖区,融创河滨之城,1.03103E+11,89,暂无数据,暂无数据,东南 南 西南 西,5700,暂无数据,4室1厅2卫,4,1,融创河滨之城 4室1厅 5700元,18,2,西溪
2017,西湖区,融创河滨之城,1.03103E+11,89,暂无数据,暂无数据,南 北,6800,暂无数据,3室2厅1卫,3,2,融创河滨之城 3室2厅 6800元,18,1,西溪
1999,西湖区,桂花城,1.03103E+11,90.3,目前闲置,距地铁2号线文新1132米,南 北,6000,整租,2室1厅1卫  整租,2,1,桂花城好房出租 楼层好 房东诚心出租 看房有钥匙,6,1,文一西路
1988,西湖区,翠苑一区,1.03103E+11,51.7,目前闲置,距地铁2号线学院路704米,南 北,3600,整租,2室1厅1卫  整租,2,1,翠苑一区 2室1厅 3600元,7,1,翠苑
2000,下城区,三塘汶园,1.03103E+11,70,暂无数据,暂无数据,南,3900,暂无数据,2室1厅1卫,2,1,三塘汶园 2室1厅 3900元,7,1,三塘
2014,下城区,昆仑公馆,1.03103E+11,175,暂无数据,暂无数据,南,20000,暂无数据,3室2厅2卫,3,2,昆仑公馆 3室2厅 20000元,34,2,朝晖
1997,西湖区,富丽花园(西湖),1.03103E+11,90.32,目前闲置,距地铁2号线丰潭路1161米,南,5000,整租,3室1厅1卫  整租,3,1,富丽花园自住精装三房，干净清爽，拎包入住,6,1,文三西路
2018,余杭区,万通时尚公馆,1.03103E+11,45,目前闲置,暂无数据,东,2600,整租,1室1厅1卫  整租,1,1,科技城一室，楼层高采光好；看房方便诚心出租,23,1,未来科技城
1989,西湖区,翠苑三区,1.03103E+11,50.58,目前闲置,暂无数据,南,3800,整租,2室1厅1卫  整租,2,1,交通便利，设施齐全，价位低廉，欢迎入住,6,1,翠苑
2018,余杭区,万通时尚公馆,1.03103E+11,120,暂无数据,暂无数据,南,5800,暂无数据,4室2厅2卫,4,2,万通时尚公馆 4室2厅 5800元,31,2,未来科技城
2016,余杭区,华元欢乐城,1.03103E+11,43,暂无数据,距地铁1号线(临平-湘湖)南苑152米,南 北,2000,暂无数据,1室1厅1卫,1,1,华元欢乐城 1室1厅 2000元,38,1,临平
2005,西湖区,世纪新城东区,1.03103E+11,48,目前闲置,距地铁2号线古翠路313米,东,4000,整租,1室0厅1卫  整租,1,0,世纪新城东区 1室0厅 4000元,27,1,嘉绿
1998,西湖区,梅苑阁小区,1.03103E+11,91.79,暂无数据,距地铁2号线沈塘桥1191米,南,5500,暂无数据,3室1厅1卫,3,1,梅苑阁小区 3室1厅 5500元,7,1,文教
2008,余杭区,爵士风情花园,1.03103E+11,80.06,目前闲置,暂无数据,南 北,4300,整租,4室2厅2卫  整租,4,2,爵士风情四房，精装修，采光好视野开阔，看房方便,6,2,闲林
2010,西湖区,筑品金座,1.03103E+11,46.6,目前出租,暂无数据,南,6000,整租,1室1厅1卫  整租,1,1,单身公寓，干净整洁卫生，蚂蚁金服优质的好房,10,1,文三西路
1989,西湖区,翠苑三区,1.03103E+11,66.52,目前闲置,暂无数据,南 北,4000,整租,3室1厅1卫  整租,3,1,翠苑三区 三房简装 中间楼层 采光棒棒的 期待您的入住,6,1,翠苑
2013,西湖区,中海西溪华府,1.03103E+11,116,目前自住,暂无数据,南 北,8000,整租,3室1厅2卫  整租,3,1,中海西溪华府，西溪首座西溪银泰旁，生活便利,11,2,西溪
1999,西湖区,南都德迦西区,1.03103E+11,190,暂无数据,距地铁2号线丰潭路653米,南,20900,暂无数据,5室3厅2卫,5,3,南都德迦西区 5室3厅 20900元,5,2,文三西路
1998,西湖区,富丽苑,1.03103E+11,108.73,暂无数据,距地铁2号线丰潭路746米,南,6000,暂无数据,3室2厅2卫,3,2,富丽苑 居家装修 价格美丽 房东诚租 看房方便,7,2,嘉绿
2006,西湖区,人和家园,1.03103E+11,143,暂无数据,暂无数据,南 北,3800,暂无数据,3室2厅2卫,3,2,人和家园 3室2厅 3800元,11,2,留下
2010,西湖区,金都城市芯宇,1.03103E+11,201.1,目前闲置,暂无数据,南 北,15000,整租,3室2厅3卫  整租,3,2,金都城市芯宇 3室2厅 15000元,29,3,文教
2004,下城区,绿城深蓝广场,1.03103E+11,83.6,暂无数据,距地铁1号线(临平-湘湖)西湖文化广场482米,南,9800,暂无数据,1室1厅1卫,1,1,绿城深蓝广场 1室1厅 9800元,26,1,朝晖
1998,西湖区,嘉绿西苑,1.03103E+11,72,暂无数据,距地铁2号线丰潭路739米,南,4500,暂无数据,3室1厅1卫,3,1,嘉绿西苑 3室1厅 4500元,7,1,嘉绿
1999,西湖区,府新花园西区,1.03103E+11,82.62,目前闲置,暂无数据,南,5500,整租,3室2厅1卫  整租,3,2,府新花园西区 3室2厅 5500元,5,1,文三西路
2012,余杭区,新西湖小镇,1.03103E+11,80,暂无数据,暂无数据,南,2300,暂无数据,2室2厅1卫,2,2,新西湖小镇 2室2厅 2300元,25,1,闲林
2014,余杭区,富力西溪悦居溪区,1.03103E+11,191,暂无数据,暂无数据,东 东南 南,12000,暂无数据,4室2厅4卫,4,2,富力西溪悦居溪区 4室2厅 12000元,11,4,未来科技城
2013,西湖区,西溪诚园明礼苑,1.03103E+11,165,暂无数据,暂无数据,南 东,15000,暂无数据,3室2厅2卫,3,2,西溪诚园明礼苑 3室2厅 15000元,11,2,西溪
2013,西湖区,西溪诚园明礼苑,1.03103E+11,169,暂无数据,暂无数据,南,17000,暂无数据,3室1厅2卫,3,1,西溪诚园明礼苑 3室1厅 17000元,11,2,西溪
2017,余杭区,中港罗兰小镇,1.03103E+11,89,暂无数据,暂无数据,南 北,2500,暂无数据,3室2厅2卫,3,2,中港罗兰小镇 3室2厅 2500元,18,2,闲林
1998,西湖区,天苑花园,1.03103E+11,72.77,目前闲置,距地铁2号线古翠路1072米,南,4500,整租,2室1厅1卫  整租,2,1,天苑花园，电梯房，房东诚心出租，领包入住,23,1,翠苑
2008,余杭区,爵士风情花园,1.03103E+11,89.75,目前闲置,暂无数据,南,2900,整租,3室2厅1卫  整租,3,2,爵士风情大三房，简单装修，采光好视野开阔，看房方便,6,1,闲林
2008,余杭区,爵士风情花园,1.03103E+11,121,目前闲置,暂无数据,南 北,3200,整租,3室2厅1卫  整租,3,2,爵士风情简装大3房，家具家电齐全，大阳台，采光好。,6,1,闲林
2003,西湖区,秋水苑,1.03103E+11,142.59,目前自住,暂无数据,南,9500,整租,3室2厅2卫  整租,3,2,精装修三房，全明户型，楼层好小区闹中取静,11,2,文三西路
1989,西湖区,翠苑三区,1.03103E+11,65.34,目前闲置,距地铁2号线古翠路984米,南,5600,整租,3室1厅1卫  整租,3,1,翠苑三区 精装三房 带大院子 适合一家人居住,6,1,翠苑
1998,西湖区,亚洲城花园,1.03103E+11,91.81,目前闲置,距地铁2号线丰潭路826米,南,5000,整租,3室1厅1卫  整租,3,1,亚洲城花园 自住清爽装修 三居室，房东诚心出租,6,1,古荡
2013,西湖区,中海西溪华府,1.03103E+11,89.08,目前闲置,暂无数据,南 北,6300,整租,3室2厅1卫  整租,3,2,中海西溪华府，西溪首座西溪银泰旁，生活便利,11,1,西溪
2013,西湖区,中海西溪华府,1.03103E+11,86.68,暂无数据,暂无数据,南 北,5500,暂无数据,3室1厅1卫,3,1,中海西溪华府 3室1厅 5500元,10,1,西溪
板楼,西湖区,文一路60号,1.03103E+11,50,暂无数据,距地铁2号线下宁桥1135米,南,3900,暂无数据,2室1厅1卫,2,1,文一路60号 2室1厅 3900元,6,1,文教
2016,西湖区,万科西庐,1.03103E+11,89,暂无数据,暂无数据,南,6800,暂无数据,3室2厅1卫,3,2,万科西庐 3室2厅 6800元,14,1,西溪
1996,西湖区,文苑小区,1.03103E+11,81.75,暂无数据,暂无数据,南,5000,暂无数据,3室1厅1卫,3,1,文苑小区 3室1厅 5000元,5,1,嘉绿
2012,西湖区,金地自在城,1.03103E+11,89.64,目前闲置,距地铁2号线金家渡962米,南 北,4400,整租,3室1厅1卫  整租,3,1,金地自在城3房1卫，开发商精装修，随时看房！,26,1,三墩
2001,西湖区,中大文锦苑,1.03103E+11,118,目前闲置,距地铁2号线沈塘桥867米,南,9000,整租,3室2厅2卫  整租,3,2,中大文锦苑房东诚心出租。。房子干净舒适,15,2,学军
1996,下城区,朝晖九区,1.03103E+11,77,暂无数据,暂无数据,南,4400,暂无数据,2室2厅1卫,2,2,朝晖九区 2室2厅 4400元,7,1,朝晖
1995,下城区,灯塔新村,1.03103E+11,63,目前闲置,暂无数据,南,3300,整租,2室1厅1卫  整租,2,1,灯塔新村 2室1厅 3300元,7,1,三塘
1995,西湖区,玉古路167.171号,1.03104E+11,50,暂无数据,暂无数据,南,3700,暂无数据,1室1厅1卫,1,1,玉古路167.171号 1室1厅 3700元,6,1,黄龙
2017,余杭区,海联云客里,1.03103E+11,38.08,暂无数据,暂无数据,北,2100,暂无数据,1室1厅1卫,1,1,海联云客里 1室1厅 2100元,12,1,临平
2013,西湖区,西溪诚园明礼苑,1.03103E+11,146,目前闲置,暂无数据,南 北,13000,整租,3室1厅2卫  整租,3,1,高品质的房子，旁边是西溪银泰城.,10,2,西溪
板楼,余杭区,平瑞瑞和园,1.03103E+11,89,暂无数据,暂无数据,南,3600,暂无数据,3室2厅1卫,3,2,平瑞瑞和园 3室2厅 3600元,11,1,良渚
2016,余杭区,华元欢乐城,1.03103E+11,86,暂无数据,距地铁1号线(临平-湘湖)南苑70米,南,3700,暂无数据,3室1厅1卫,3,1,华元欢乐城 3室1厅 3700元,26,1,临平
2010,西湖区,上郡,1.03103E+11,130.99,目前闲置,距地铁2号线虾龙圩797米,南,6500,合租,3室1厅2卫  合租,3,1,上郡120方优质三室两卫诚意出租,16,2,申花
2014,西湖区,同人精华,1.03103E+11,30,目前闲置,距地铁2号线三坝252米,南,3100,整租,1室0厅1卫  整租,1,0,同人精华优质低价一房公寓3100出租,16,1,申花
2008,余杭区,爵士风情花园,1.03103E+11,108,目前闲置,暂无数据,南 北,3200,整租,2室2厅2卫  整租,2,2,爵士风情俩房，简单装修，采光好视野开阔，看房方便,5,2,闲林
2006,西湖区,同仁家园,1.03103E+11,50,暂无数据,暂无数据,南,2600,暂无数据,2室1厅1卫,2,1,同仁家园 2室1厅 2600元,6,1,三墩
2010,西湖区,坤和西溪里,1.03103E+11,137.26,目前闲置,暂无数据,南 北,8500,整租,3室2厅2卫  整租,3,2,坤和西溪里 3室2厅 8500元,15,2,西溪
板楼,西湖区,横桥沈合苑,1.03103E+11,100,暂无数据,暂无数据,南,4500,暂无数据,3室2厅1卫,3,2,横桥沈合苑 3室2厅 4500元,6,1,转塘
1985,西湖区,文二路166号,1.03103E+11,41.44,目前闲置,距地铁2号线下宁桥490米,南,3500,整租,2室1厅1卫  整租,2,1,房东诚心出租，房东希望找个爱护房子的诚心客户,5,1,文教
2002,西湖区,华门自由21世纪,1.03103E+11,72,目前闲置,暂无数据,南,5100,整租,2室1厅1卫  整租,2,1,华门房东自住精装两房现在空置出租 小区独立门户,27,1,文教
2000,西湖区,高教新村,1.03103E+11,75,目前闲置,距地铁2号线文新410米,南,4500,整租,2室1厅1卫  整租,2,1,文新站高教新村两居室，家具家电齐全拎包入住,7,1,文一西路
2000,西湖区,望月公寓,1.03103E+11,90,暂无数据,距地铁2号线虾龙圩789米,南,4300,暂无数据,2室1厅1卫,2,1,号外号外....小区自带美食街，爱好美食宝宝的福利,6,1,申花
2005,西湖区,世纪新城东区,1.03104E+11,50.81,暂无数据,距地铁2号线古翠路313米,西南,4400,暂无数据,1室1厅1卫,1,1,世纪新城东区 1室1厅 4400元,27,1,嘉绿
2017,余杭区,华元西溪欢乐城,1.03103E+11,50.48,目前闲置,暂无数据,南,2800,整租,2室1厅1卫  整租,2,1,华元西溪欢乐城 2室1厅 2800元,14,1,翡翠城
2017,余杭区,华元西溪欢乐城,1.03103E+11,44,目前闲置,暂无数据,西,3300,整租,1室2厅1卫  整租,1,2,华元西溪欢乐城 1室2厅 3300元,14,1,翡翠城
1995,西湖区,西溪路22-97号,1.03103E+11,86,目前闲置,距地铁2号线武林门1061米,南,4200,整租,2室2厅1卫  整租,2,2,世贸中 心旁，两房朝南差不多大小，户型方正，拎包住,7,1,黄龙
